Компонент Модуль  Версія Сума,MGA-01900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01200-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01200-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00700-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00700-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-02400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-03000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01800-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02700-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02700-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02200-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02200-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00801-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00801-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00800-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02901-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00901-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00901-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-03400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02800-EIP-B_UA-IPS_C000 kWh  2.*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.03.2022 16:00 - 17:00,f,f,147,0,301,0,0,0,246,0,8,0,425,0,0,0,45,0,9,0,f,f,0,0,272,0,0,0,0,0,0,0,0,0,0,0,229,0,14,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,535,0,0,0,256,0,0,0,295,0,0,0,117,0,0,0,140,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
02.03.2022 17:00 - 18:00,f,f,139,0,313,0,0,0,129,0,5,0,435,0,0,0,45,0,9,0,f,f,0,0,280,0,0,0,0,0,0,0,0,0,0,0,230,0,14,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,546,0,0,0,262,0,0,0,300,0,0,0,118,0,0,0,147,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
02.03.2022 18:00 - 19:00,f,f,126,0,317,0,0,0,86,0,6,0,429,0,0,0,46,0,9,0,f,f,0,0,289,0,0,0,0,0,0,0,0,0,0,0,233,0,14,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,557,0,0,0,270,0,0,0,284,0,0,0,117,0,0,0,144,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
02.03.2022 19:00 - 20:00,f,f,119,0,301,0,0,0,79,0,6,0,415,0,0,0,42,0,9,0,f,f,0,0,284,0,0,0,0,0,0,0,0,0,0,0,229,0,14,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,545,0,0,0,259,0,0,0,286,0,0,0,115,0,0,0,142,0,0,0,0,0,0,0,49,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
02.03.2022 20:00 - 21:00,f,f,122,0,283,0,0,0,77,0,33,0,399,0,0,0,40,0,9,0,f,f,0,0,270,0,0,0,0,0,0,0,0,0,0,0,221,0,12,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,519,0,0,0,243,0,0,0,284,0,0,0,109,0,0,0,133,0,0,0,0,0,0,0,48,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
02.03.2022 21:00 - 22:00,f,f,117,0,277,0,0,0,75,0,10,0,371,0,0,0,38,0,7,0,f,f,0,0,256,0,0,0,0,0,0,0,0,0,0,0,213,0,12,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,495,0,0,0,224,0,0,0,279,0,0,0,105,0,0,0,122,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
02.03.2022 22:00 - 23:00,f,f,121,0,260,0,0,0,76,0,6,0,349,0,0,0,35,0,9,0,f,f,0,0,239,0,0,0,0,0,0,0,0,0,0,0,206,0,10,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,472,0,0,0,206,0,0,0,302,0,0,0,98,0,0,0,118,0,0,0,0,0,0,0,42,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
02.03.2022 23:00 - 24:00,f,f,118,0,255,0,0,0,74,0,18,0,321,0,0,0,32,0,9,0,f,f,0,0,224,0,0,0,0,0,0,0,0,0,0,0,197,0,10,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,451,0,0,0,189,0,0,0,298,0,0,0,97,0,0,0,114,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 00:00 - 01:00,f,f,120,0,245,0,0,0,73,0,5,0,311,0,0,0,27,0,9,0,f,f,0,0,209,0,0,0,0,0,0,0,0,0,0,0,190,0,14,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,429,0,0,0,176,0,0,0,299,0,0,0,92,0,0,0,108,0,0,0,0,0,0,0,36,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 01:00 - 02:00,f,f,126,0,232,0,0,0,72,0,6,0,299,0,0,0,26,0,9,0,f,f,0,0,192,0,0,0,0,0,0,0,0,0,0,0,182,0,12,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,412,0,0,0,167,0,0,0,289,0,0,0,89,0,0,0,105,0,0,0,0,0,0,0,35,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 02:00 - 03:00,f,f,125,0,232,0,0,0,76,0,3,0,295,0,0,0,26,0,9,0,f,f,0,0,189,0,0,0,0,0,0,0,0,0,0,0,179,0,10,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,394,0,0,0,164,0,0,0,289,0,0,0,88,0,0,0,105,0,0,0,0,0,0,0,33,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 03:00 - 04:00,f,f,117,0,230,0,0,0,72,0,4,0,293,0,0,0,26,0,7,0,f,f,0,0,181,0,0,0,0,0,0,0,0,0,0,0,177,0,10,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,392,0,0,0,160,0,0,0,292,0,0,0,87,0,0,0,103,0,0,0,0,0,0,0,34,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 04:00 - 05:00,f,f,121,0,232,0,0,0,73,0,4,0,295,0,0,0,26,0,9,0,f,f,0,0,186,0,0,0,0,0,0,0,0,0,0,0,177,0,10,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,399,0,0,0,165,0,0,0,289,0,0,0,87,0,0,0,103,0,0,0,0,0,0,0,34,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 05:00 - 06:00,f,f,119,0,234,0,0,0,72,0,24,0,309,0,0,0,27,0,9,0,f,f,0,0,197,0,0,0,0,0,0,0,0,0,0,0,178,0,12,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,406,0,0,0,170,0,0,0,290,0,0,0,88,0,0,0,108,0,0,0,0,0,0,0,35,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 06:00 - 07:00,f,f,120,0,259,0,0,0,70,0,5,0,353,0,0,0,30,0,9,0,f,f,0,0,219,0,0,0,0,0,0,0,0,0,0,0,183,0,12,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,437,0,0,0,193,0,0,0,289,0,0,0,94,0,0,0,120,0,0,0,0,0,0,0,40,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 07:00 - 08:00,f,f,127,0,276,0,0,0,93,0,5,0,395,0,0,0,39,0,9,0,f,f,0,0,237,0,0,0,0,0,0,0,0,0,0,0,195,0,12,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,471,0,0,0,216,0,0,0,287,0,0,0,102,0,0,0,131,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 08:00 - 09:00,f,f,177,0,300,0,0,0,167,0,4,0,421,0,0,0,44,0,8,0,f,f,0,0,265,0,0,0,0,0,0,0,0,0,0,0,213,0,16,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,523,0,0,0,248,0,0,0,293,0,0,0,114,0,0,0,141,0,0,0,0,0,0,0,49,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 09:00 - 10:00,f,f,166,0,309,0,0,0,291,0,4,0,434,0,0,0,49,0,8,0,f,f,0,0,282,0,0,0,0,0,0,0,0,0,0,0,227,0,16,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,557,0,0,0,265,0,0,0,286,0,0,0,122,0,0,0,148,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 10:00 - 11:00,f,f,148,0,312,0,0,0,375,0,19,0,429,0,0,0,49,0,9,0,f,f,0,0,287,0,0,0,0,0,0,0,0,0,0,0,234,0,18,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,568,0,0,0,271,0,0,0,348,0,0,0,123,0,0,0,146,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 11:00 - 12:00,f,f,134,0,307,0,0,0,375,0,26,0,415,0,0,0,49,0,8,0,f,f,0,0,286,0,0,0,0,0,0,0,0,0,0,0,238,0,16,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,562,0,0,0,272,0,0,0,323,0,0,0,125,0,0,0,149,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 12:00 - 13:00,f,f,127,0,307,0,0,0,376,0,7,0,413,0,0,0,47,0,9,0,f,f,0,0,284,0,0,0,0,0,0,0,0,0,0,0,237,0,16,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,559,0,0,0,269,0,0,0,249,0,0,0,122,0,0,0,143,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 13:00 - 14:00,f,f,128,0,306,0,0,0,371,0,7,0,409,0,0,0,47,0,7,0,f,f,0,0,277,0,0,0,0,0,0,0,0,0,0,0,234,0,16,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,551,0,0,0,266,0,0,0,248,0,0,0,120,0,0,0,143,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 14:00 - 15:00,f,f,126,0,301,0,0,0,351,0,36,0,409,0,0,0,45,0,5,0,f,f,0,0,275,0,0,0,0,0,0,0,0,0,0,0,231,0,18,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,544,0,0,0,261,0,0,0,209,0,0,0,118,0,0,0,140,0,0,0,0,0,0,0,50,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 15:00 - 16:00,f,f,123,0,301,0,0,0,185,0,12,0,399,0,0,0,46,0,8,0,f,f,0,0,270,0,0,0,0,0,0,0,0,0,0,0,231,0,14,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,540,0,0,0,258,0,0,0,205,0,0,0,116,0,0,0,141,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 16:00 - 17:00,f,f,135,0,304,0,0,0,173,0,6,0,401,0,0,0,44,0,7,0,f,f,0,0,272,0,0,0,0,0,0,0,0,0,0,0,228,0,14,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,533,0,0,0,258,0,0,0,183,0,0,0,117,0,0,0,137,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 17:00 - 18:00,f,f,127,0,313,0,0,0,134,0,7,0,411,0,0,0,46,0,8,0,f,f,0,0,281,0,0,0,0,0,0,0,0,0,0,0,228,0,12,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,549,0,0,0,266,0,0,0,182,0,0,0,119,0,0,0,142,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 18:00 - 19:00,f,f,132,0,307,0,0,0,82,0,6,0,401,0,0,0,47,0,7,0,f,f,0,0,288,0,0,0,0,0,0,0,0,0,0,0,231,0,12,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,558,0,0,0,272,0,0,0,183,0,0,0,119,0,0,0,144,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 19:00 - 20:00,f,f,129,0,290,0,0,0,74,0,17,0,389,0,0,0,44,0,7,0,f,f,0,0,277,0,0,0,0,0,0,0,0,0,0,0,227,0,12,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,541,0,0,0,262,0,0,0,180,0,0,0,116,0,0,0,142,0,0,0,0,0,0,0,50,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 20:00 - 21:00,f,f,127,0,282,0,0,0,70,0,31,0,383,0,0,0,42,0,7,0,f,f,0,0,271,0,0,0,0,0,0,0,0,0,0,0,221,0,12,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,521,0,0,0,247,0,0,0,184,0,0,0,112,0,0,0,135,0,0,0,0,0,0,0,46,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 21:00 - 22:00,f,f,128,0,267,0,0,0,71,0,5,0,361,0,0,0,39,0,7,0,f,f,0,0,251,0,0,0,0,0,0,0,0,0,0,0,212,0,12,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,491,0,0,0,231,0,0,0,190,0,0,0,107,0,0,0,126,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 22:00 - 23:00,f,f,133,0,262,0,0,0,70,0,5,0,329,0,0,0,36,0,7,0,f,f,0,0,237,0,0,0,0,0,0,0,0,0,0,0,204,0,10,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,473,0,0,0,209,0,0,0,187,0,0,0,99,0,0,0,118,0,0,0,0,0,0,0,40,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
03.03.2022 23:00 - 24:00,f,f,123,0,250,0,0,0,69,0,4,0,323,0,0,0,31,0,8,0,f,f,0,0,227,0,0,0,0,0,0,0,0,0,0,0,197,0,10,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,450,0,0,0,193,0,0,0,182,0,0,0,97,0,0,0,112,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 00:00 - 01:00,f,f,122,0,238,0,0,0,72,0,4,0,311,0,0,0,36,0,7,0,f,f,0,0,208,0,0,0,0,0,0,0,0,0,0,0,189,0,6,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,415,0,0,0,179,0,0,0,181,0,0,0,92,0,0,0,107,0,0,0,0,0,0,0,36,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 01:00 - 02:00,f,f,126,0,239,0,0,0,70,0,29,0,299,0,0,0,27,0,7,0,f,f,0,0,195,0,0,0,0,0,0,0,0,0,0,0,181,0,12,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,392,0,0,0,170,0,0,0,185,0,0,0,89,0,0,0,105,0,0,0,0,0,0,0,35,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 02:00 - 03:00,f,f,129,0,232,0,0,0,68,0,6,0,295,0,0,0,26,0,6,0,f,f,0,0,190,0,0,0,0,0,0,0,0,0,0,0,178,0,12,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,377,0,0,0,164,0,0,0,191,0,0,0,88,0,0,0,102,0,0,0,0,0,0,0,34,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 03:00 - 04:00,f,f,125,0,230,0,0,0,70,0,6,0,293,0,0,0,26,0,8,0,f,f,0,0,188,0,0,0,0,0,0,0,0,0,0,0,176,0,10,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,373,0,0,0,164,0,0,0,181,0,0,0,88,0,0,0,103,0,0,0,0,0,0,0,34,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 04:00 - 05:00,f,f,127,0,233,0,0,0,68,0,6,0,297,0,0,0,27,0,7,0,f,f,0,0,190,0,0,0,0,0,0,0,0,0,0,0,177,0,12,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,376,0,0,0,164,0,0,0,181,0,0,0,88,0,0,0,104,0,0,0,0,0,0,0,34,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 05:00 - 06:00,f,f,117,0,238,0,0,0,67,0,1,0,311,0,0,0,28,0,7,0,f,f,0,0,202,0,0,0,0,0,0,0,0,0,0,0,178,0,12,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,392,0,0,0,173,0,0,0,191,0,0,0,88,0,0,0,109,0,0,0,0,0,0,0,36,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 06:00 - 07:00,f,f,121,0,260,0,0,0,69,0,1,0,347,0,0,0,30,0,8,0,f,f,0,0,223,0,0,0,0,0,0,0,0,0,0,0,184,0,14,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,437,0,0,0,191,0,0,0,236,0,0,0,95,0,0,0,122,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 07:00 - 08:00,f,f,121,0,281,0,0,0,103,0,1,0,385,0,0,0,39,0,7,0,f,f,0,0,244,0,0,0,0,0,0,0,0,0,0,0,197,0,14,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,489,0,0,0,220,0,0,0,287,0,0,0,104,0,0,0,131,0,0,0,0,0,0,0,46,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 08:00 - 09:00,f,f,126,0,301,0,0,0,237,0,1,0,411,0,0,0,44,0,7,0,f,f,0,0,268,0,0,0,0,0,0,0,0,0,0,0,213,0,16,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,530,0,0,0,246,0,0,0,269,0,0,0,115,0,0,0,141,0,0,0,0,0,0,0,50,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 09:00 - 10:00,f,f,132,0,309,0,0,0,335,0,0,0,419,0,0,0,48,0,7,0,f,f,0,0,282,0,0,0,0,0,0,0,0,0,0,0,225,0,18,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,567,0,0,0,265,0,0,0,306,0,0,0,121,0,0,0,147,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 10:00 - 11:00,f,f,136,0,305,0,0,0,338,0,1,0,427,0,0,0,47,0,7,0,f,f,0,0,288,0,0,0,0,0,0,0,0,0,0,0,227,0,16,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,577,0,0,0,272,0,0,0,384,0,0,0,121,0,0,0,145,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 11:00 - 12:00,f,f,134,0,305,0,0,0,343,0,1,0,413,0,0,0,46,0,8,0,f,f,0,0,286,0,0,0,0,0,0,0,0,0,0,0,229,0,16,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,573,0,0,0,269,0,0,0,284,0,0,0,118,0,0,0,142,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 12:00 - 13:00,f,f,132,0,301,0,0,0,328,0,1,0,407,0,0,0,46,0,7,0,f,f,0,0,285,0,0,0,0,0,0,0,0,0,0,0,228,0,16,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,572,0,0,0,266,0,0,0,250,0,0,0,116,0,0,0,145,0,0,0,0,0,0,0,50,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 13:00 - 14:00,f,f,129,0,306,0,0,0,342,0,0,0,401,0,0,0,45,0,8,0,f,f,0,0,281,0,0,0,0,0,0,0,0,0,0,0,225,0,16,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,559,0,0,0,261,0,0,0,248,0,0,0,114,0,0,0,142,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 14:00 - 15:00,f,f,129,0,302,0,0,0,331,0,1,0,395,0,0,0,44,0,6,0,f,f,0,0,273,0,0,0,0,0,0,0,0,0,0,0,222,0,16,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,555,0,0,0,258,0,0,0,248,0,0,0,111,0,0,0,138,0,0,0,0,0,0,0,50,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 15:00 - 16:00,f,f,121,0,302,0,0,0,318,0,1,0,399,0,0,0,43,0,7,0,f,f,0,0,273,0,0,0,0,0,0,0,0,0,0,0,219,0,16,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,546,0,0,0,254,0,0,0,247,0,0,0,110,0,0,0,140,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
04.03.2022 16:00 - 17:00,f,f,125,0,306,0,0,0,280,0,1,0,407,0,0,0,44,0,8,0,f,f,0,0,271,0,0,0,0,0,0,0,0,0,0,0,219,0,16,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,538,0,0,0,254,0,0,0,252,0,0,0,109,0,0,0,138,0,0,0,0,0,0,0,50,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
